filename,pred_prob,yuri_norm_line,yuri_norm_actpsy,weighted,aid,vid
1610_54619,0.0328703688863958,0.0858725761772853,0.0051085568326947,0.0459948498682925,1610,54619
1610_61794,0.0017418162229479,0.1426592797783933,0.0025542784163473,0.0440983015089214,1610,61794
1610_62011,0.0066579831770916,0.0609418282548476,0.0025542784163473,0.0225327662243439,1610,62011
1610_74433,0.000186557881228,0.0512465373961218,0.0,0.0154858959475733,1610,74433
1610_74947,0.0245818839961897,0.0941828254847645,0.0,0.0430039780431431,1610,74947
1610_78156,0.0320804031973181,0.0581717451523545,0.0,0.0366997654640972,1610,78156
1610_80029,0.0001869873446296,0.0872576177285318,0.0,0.0262894777253373,1610,80029
1642_55559,0.9932943076525038,0.113573407202216,0.037037037037037,0.6337523104558708,1642,55559
1643_55576,0.9967594631673888,0.2977839335180055,0.0715197956577266,0.6945428375216075,1643,55576
1674_56782,0.0111800881814425,0.0498614958448753,0.0127713920817369,0.0229436408705017,1674,56782
1677_56909,0.00032347169062,0.020775623268698,0.0012771392081736,0.0065544839157987,1677,56909
1677_56910,0.0103257413822526,0.0110803324099723,0.0,0.0095195445523432,1677,56910
1683_57157,0.5851070472906966,0.2590027700831024,0.1851851851851851,0.4472835779178672,1683,57157
1683_72353,0.7629682766904232,0.2132963988919667,0.2873563218390804,0.550505517865752,1683,72353
1683_72363,0.8099551735079683,0.2673130193905817,0.2388250319284802,0.5900495131148035,1683,72363
1683_72396,0.7318365380791667,0.3033240997229917,0.3026819923371647,0.5603673519981139,1683,72396
1683_72409,0.8931021832677101,0.2686980609418282,0.2796934865900383,0.6444400769021782,1683,72409
1683_81033,0.5882560146050783,0.2479224376731301,0.2120051085568327,0.4485308509206692,1683,81033
1683_81043,0.6264520951736853,0.3282548476454293,0.2796934865900383,0.5023170600568437,1683,81043
1683_97801,0.5965695206277941,0.3324099722991689,0.1634738186462324,0.4740120859310504,1683,97801
1683_99285,0.4121580271954367,0.3296398891966758,0.2426564495530012,0.3704524280315648,1683,99285
1683_115965,0.6257855630486784,0.224376731301939,0.1034482758620689,0.4531291848059956,1683,115965
1683_117332,0.6066969785711239,0.2520775623268698,0.1200510855683269,0.451646564397568,1683,117332
1683_125053,0.6733601929511257,0.335180055401662,0.2784163473818646,0.5324117671293604,1683,125053
1683_139072,0.6609809621973455,0.3005540166204986,0.2030651340996168,0.5070612957145185,1683,139072
1683_148767,0.6493860233460315,0.3573407202216067,0.3499361430395913,0.53182744437806,1683,148767
1683_159554,0.9326781369062396,0.2797783933518005,0.1698595146871009,0.660526351617994,1683,159554
1683_160185,0.8065848205452221,0.3116343490304709,0.268199233716475,0.604261120407922,1683,160185
1698_57756,0.9996588532066116,0.2700831024930748,0.1545338441890165,0.6962736270907911,1698,57756
1729_58906,0.999693454250326,0.1440443213296398,0.1060025542784163,0.6536296243769291,1729,58906
1729_68779,0.9996805471711292,0.1537396121883656,0.1085568326947637,0.6567858952286636,1729,68779
1751_59858,0.0218820321601721,0.2576177285318559,0.0625798212005108,0.0966725199757111,1751,59858
1819_63214,0.0015433758880148,0.0235457063711911,0.0,0.0079897374441662,1819,63214
1819_65557,0.000194261128399,0.0332409972299168,0.0,0.0100888558460144,1819,65557
1819_68669,0.0031568673806187,0.0554016620498614,0.0089399744572158,0.0194086164890512,1819,68669
1819_74151,0.0042726265816189,0.038781163434903,0.0,0.0141979249794422,1819,74151
1819_74187,0.0205651260858148,0.0429362880886426,0.0,0.0252199620780816,1819,74187
1819_80022,0.0001840427527465,0.0609418282548476,0.0,0.0183929741281021,1819,80022
1833_63846,0.9989684800438984,0.2313019390581717,0.1507024265644955,0.6838419124002401,1833,63846
1845_64615,0.0373384303976248,0.113573407202216,0.0919540229885057,0.0656704826980902,1845,64615
1845_66108,0.008243093608595,0.1551246537396121,0.1481481481481481,0.0662980671018554,1845,66108
1868_65575,0.0083255458013053,0.092797783933518,0.0408684546615581,0.0369215081269943,1868,65575
1868_67542,0.012196018059803,0.095567867036011,0.0779054916985951,0.0437785201165446,1868,67542
1868_73585,0.0031607055352843,0.0844875346260387,0.0446998722860791,0.0317126709375901,1868,73585
1868_124370,0.0002859547650431,0.1371191135734072,0.0842911877394635,0.0497364257049943,1868,124370
1868_132065,0.0343274160267948,0.2188365650969529,0.0446998722860791,0.0907174063737706,1868,132065
1868_132354,0.0021262501762271,0.1121883656509695,0.1060025542784163,0.0455325152288687,1868,132354
1966_69040,0.6399522971405149,0.1966759002770083,0.1417624521072796,0.4571503935781394,1966,69040
1966_73874,0.7003793285631406,0.1828254847645429,0.0842911877394635,0.4835043613411935,1966,73874
1966_75787,0.7363719346787629,0.2576177285318559,0.1481481481481481,0.5339232941816293,1966,75787
1966_77579,0.7194035039351002,0.2313019390581717,0.1545338441890165,0.5164860684974133,1966,77579
1990_70386,0.0399515397890157,0.0415512465373961,0.0,0.0364362978346282,1990,70386
1990_70731,0.0479729551880222,0.0069252077562326,0.0,0.0308613354396831,1990,70731
1990_85340,0.0496562502873871,0.0429362880886426,0.0051085568326947,0.0431854922822945,1990,85340
1990_86235,0.0252025241944986,0.020775623268698,0.0,0.0213542014973085,1990,86235
1990_89877,0.117673152246545,0.0360110803324099,0.0,0.0814072154476499,1990,89877
1990_89890,0.0742444358743954,0.0069252077562326,0.0,0.046624223851507,1990,89890
1990_91522,0.0556395230752039,0.0498614958448753,0.0,0.0483421625985849,1990,91522
1990_113126,0.0115533129777195,0.0484764542936288,0.0,0.0214749240747203,1990,113126
1990_116250,0.0703630693706377,0.0290858725761772,0.0,0.0509436033952357,1990,116250
