filename,weighted,book_id,title,aid,vid
1215_112296,0.0704499604410189,1215,学生会侦探桐香,1215,112296
2152_113497,0.0697119777807462,2152,熊熊勇闯异世界,2152,113497
1966_73874,0.0691728227669971,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA),1966,73874
3137_143296,0.0687735850764249,3137,身为VTuber的我因为忘记关台而成了传说,3137,143296
2306_84905,0.0685453990592772,2306,Re:Stage！,2306,84905
2895_122477,0.0684448514181654,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,122477
1215_37600,0.0677026281052821,1215,学生会侦探桐香,1215,37600
2895_134661,0.0676222841367708,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,134661
2255_142921,0.0665903647374734,2255,魔女之旅,2255,142921
3280_135793,0.0664177350027436,3280,为青年设立的读书俱乐部,3280,135793
2306_98864,0.0664111716715388,2306,Re:Stage！,2306,98864
2792_135838,0.0661195578395556,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,135838
343_17955,0.0659343363903828,343,静流姐系列,343,17955
531_66734,0.0655718387552321,531,苍穹女武神(苍穹的驱真),531,66734
577_23778,0.0648579922600426,577,强袭魔女,577,23778
1215_50634,0.0647601053821859,1215,学生会侦探桐香,1215,50634
3590_152213,0.0647250429114206,3590,Stellar step,3590,152213
2734_106844,0.0647207875001843,2734,为了当剑士而入学，魔法天赋却高达9999！？,2734,106844
2792_137995,0.0633155446796935,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,137995
2895_159563,0.0629687762451122,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,159563
2255_104473,0.0628704881192777,2255,魔女之旅,2255,104473
1577_78877,0.0627199196698089,1577,妮娜与兔子与魔法战车,1577,78877
2255_97803,0.0621821174857672,2255,魔女之旅,2255,97803
2792_142600,0.0621554237000108,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,142600
2152_141783,0.0619185419494805,2152,熊熊勇闯异世界,2152,141783
401_19786,0.0618032278316588,401,德鲁伊来啰!,401,19786
3137_130256,0.0617637645520767,3137,身为VTuber的我因为忘记关台而成了传说,3137,130256
251_12205,0.0611251939631581,251,魔学诡术士,251,12205
3316_136794,0.0603413198270686,3316,Lycoris Recoil 莉可丽丝 Ordinary days,3316,136794
2255_110545,0.0602887850695852,2255,魔女之旅,2255,110545
3137_148607,0.0602530568605546,3137,身为VTuber的我因为忘记关台而成了传说,3137,148607
2367_109978,0.0601257901414545,2367,DATE A BULLET赤黑新章,2367,109978
2845_114050,0.0595526229217753,2845,乃木若叶是勇者(勇者部系列三),2845,114050
3735_156030,0.059244486367542,3735,少女星间漂流记,3735,156030
2418_89871,0.0587328043974746,2418,你好哇，暗杀者,2418,89871
255_33423,0.0587090262340895,255,圣母在上(玛莉亚的凝望),255,33423
2845_114071,0.058297424867111,2845,乃木若叶是勇者(勇者部系列三),2845,114071
3137_134707,0.0580768889211354,3137,身为VTuber的我因为忘记关台而成了传说,3137,134707
1156_35334,0.0574358314813475,1156,STITCH裁缝少女,1156,35334
3137_154919,0.0569947786564341,3137,身为VTuber的我因为忘记关台而成了传说,3137,154919
643_19288,0.0569862058652207,643,PiPit!!天线少女,643,19288
3137_138391,0.0568287629088646,3137,身为VTuber的我因为忘记关台而成了传说,3137,138391
2255_99805,0.056701024325253,2255,魔女之旅,2255,99805
531_32910,0.0562023431730639,531,苍穹女武神(苍穹的驱真),531,32910
2895_164223,0.0561189995424382,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,164223
2792_144990,0.0559589238126961,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,144990
1021_29936,0.0549110623645219,1021,侦探歌剧MilkyHomes～overture～,1021,29936
595_18889,0.0544891013341933,595,叛红猎杀,595,18889
2792_127183,0.0543252184247452,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,127183
2792_126100,0.0542564497236006,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,126100
2438_90975,0.054104855136711,2438,Cheers!爱的鼓励,2438,90975
531_65764,0.0522749371038153,531,苍穹女武神(苍穹的驱真),531,65764
2792_115084,0.0510394463017314,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,115084
2895_116842,0.0509075961481805,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,116842
952_27674,0.0507653294820245,952,拜托了，莉莉丝,952,27674
2314_85321,0.0504922781159491,2314,童话魔法使(原书·原书使),2314,85321
2152_159173,0.0504220253254667,2152,熊熊勇闯异世界,2152,159173
2255_129283,0.0499017213109297,2255,魔女之旅,2255,129283
2255_120785,0.0497093022916275,2255,魔女之旅,2255,120785
1868_124370,0.0496619948077641,1868,脑浆炸裂girl,1868,124370
2255_94086,0.0486097892558979,2255,魔女之旅,2255,94086
2818_127341,0.0485797296032196,2818,碧蓝航线 Episode of Belfast,2818,127341
2438_91540,0.0476329868585292,2438,Cheers!爱的鼓励,2438,91540
3558_165280,0.0476095735177505,3558,狱门抚子在此,3558,165280
1845_64615,0.0472809566031607,1845,合奏女孩！,1845,64615
3089_127556,0.046596416635835,3089,海鸟东月的『荒唐事』,3089,127556
3558_157333,0.046392590210189,3558,狱门抚子在此,3558,157333
3558_148375,0.0458294388488904,3558,狱门抚子在此,3558,148375
1868_67542,0.0456965161136968,1868,脑浆炸裂girl,1868,67542
3275_135628,0.0454806032746305,3275,推偶像三原则,3275,135628
2480_92985,0.0453968176940041,2480,怕痛的我，把防御力点满就对了,2480,92985
2792_110406,0.0453204134058281,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,110406
2792_118848,0.0452436884682196,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,118848
2734_119201,0.045238086285043,2734,为了当剑士而入学，魔法天赋却高达9999！？,2734,119201
401_14946,0.0445920575482789,401,德鲁伊来啰!,401,14946
3885_164577,0.0445545993324085,3885,寂静魔女 索姆斯没人要中队Reboot,3885,164577
2255_144017,0.0445094690005433,2255,魔女之旅,2255,144017
3432_152034,0.0444978198810378,3432,祈祷之国的莉莉艾儿,3432,152034
2314_91290,0.0444842591783677,2314,童话魔法使(原书·原书使),2314,91290
2541_113502,0.0439045373084535,2541,本田小狼与我,2541,113502
1215_59762,0.0438186613966291,1215,学生会侦探桐香,1215,59762
2768_116454,0.0436664927870203,2768,转生前是男的所以逆后宫容我拒绝,2768,116454
1610_61794,0.0431732893125587,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,61794
2734_138209,0.0431154863948351,2734,为了当剑士而入学，魔法天赋却高达9999！？,2734,138209
2152_139562,0.0428489473913634,2152,熊熊勇闯异世界,2152,139562
2255_120784,0.0425912073894912,2255,魔女之旅,2255,120784
2792_124189,0.0420885467314699,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,124189
2255_100339,0.0417001368254745,2255,魔女之旅,2255,100339
2255_154587,0.0412026382145784,2255,魔女之旅,2255,154587
1577_52891,0.0405430108692585,1577,妮娜与兔子与魔法战车,1577,52891
2541_105416,0.0403584512652663,2541,本田小狼与我,2541,105416
1091_34133,0.0401941769941653,1091,强袭魔女 乙女之章,1091,34133
3810_158494,0.0399494759642347,3810,经学少女传~考试地狱中的男装大小姐~,3810,158494
2255_102172,0.0398379802385354,2255,魔女之旅,2255,102172
3294_136178,0.0391465845380111,3294,楠芽吹是勇者(勇者部系列四),3294,136178
1868_73585,0.0389827203715043,1868,脑浆炸裂girl,1868,73585
952_27685,0.0388801443950927,952,拜托了，莉莉丝,952,27685
2314_91365,0.0387457995346909,2314,童话魔法使(原书·原书使),2314,91365
2541_96151,0.0387084184692847,2541,本田小狼与我,2541,96151
2480_107832,0.0384696130928582,2480,怕痛的我，把防御力点满就对了,2480,107832
2255_165709,0.0380548992036636,2255,魔女之旅,2255,165709
2471_101712,0.0376375265118916,2471,带着外挂转生为公会柜台小姐,2471,101712
2255_98786,0.037498575269454,2255,魔女之旅,2255,98786
1255_51028,0.0373281248009355,1255,某僵尸少女的灾难,1255,51028
2855_114552,0.0370096357543358,2855,刀使巫女 琉球剑风录,2855,114552
2258_164551,0.0366521747961285,2258,高贵魔女 第506统合战斗飞行团,2258,164551
1577_62172,0.0366117989446953,1577,妮娜与兔子与魔法战车,1577,62172
2314_97462,0.0365988866716834,2314,童话魔法使(原书·原书使),2314,97462
2818_125018,0.0365547132149221,2818,碧蓝航线 Episode of Belfast,2818,125018
3558_151754,0.0363073694672717,3558,狱门抚子在此,3558,151754
3017_123358,0.0361683687249253,3017,战翼的希格德莉法,3017,123358
2255_114032,0.0359931608764626,2255,魔女之旅,2255,114032
4014_166308,0.0357594709295772,4014,在揍爆向导天使之后，我当上了死灵术师,4014,166308
3885_164584,0.0357422281651449,3885,寂静魔女 索姆斯没人要中队Reboot,3885,164584
3547_147740,0.0351636827003474,3547,NO推理、NO侦探？,3547,147740
3885_162177,0.035127443091364,3885,寂静魔女 索姆斯没人要中队Reboot,3885,162177
3885_161743,0.034853317984317,3885,寂静魔女 索姆斯没人要中队Reboot,3885,161743
3101_128204,0.0348398021175311,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,128204
2255_82490,0.0343143776447299,2255,魔女之旅,2255,82490
343_17953,0.0341809486994532,343,静流姐系列,343,17953
577_18765,0.0337833142680084,577,强袭魔女,577,18765
531_65397,0.0332006573252737,531,苍穹女武神(苍穹的驱真),531,65397
1255_39335,0.0330637877528968,1255,某僵尸少女的灾难,1255,39335
143_6832,0.0326956271880737,143,高中女神,143,6832
1601_54275,0.0325611311213429,1601,超次元游戏海王星,1601,54275
3101_145494,0.0325367171604307,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,145494
2138_90034,0.0323362535003234,2138,OBSTACLE Series 激战的魔女之夜,2138,90034
2258_86255,0.0322792132521363,2258,高贵魔女 第506统合战斗飞行团,2258,86255
2441_91746,0.0321811691818152,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,91746
2945_118999,0.0320302270537285,2945,成为女贤者的光秀待在女勇者信长的队伍里面浑身不自在,2945,118999
2255_100338,0.0319259520551025,2255,魔女之旅,2255,100338
251_12161,0.0314642450963524,251,魔学诡术士,251,12161
1091_35467,0.0313861704924974,1091,强袭魔女 乙女之章,1091,35467
149_7021,0.0310541004195337,149,钢铁白兔骑士团,149,7021
2818_111814,0.0308428672503695,2818,碧蓝航线 Episode of Belfast,2818,111814
149_35193,0.0304927042889966,149,钢铁白兔骑士团,149,35193
2537_102384,0.0301688436743614,2537,自称贤者弟子的贤者,2537,102384
2255_160649,0.0299272495252811,2255,魔女之旅,2255,160649
2410_97497,0.0298854678414289,2410,英雄转世为英雄之女目标再度成为英雄(重生英雄之女的英雄立志再度成为英雄),2410,97497
2659_102498,0.0298195234570814,2659,齿轮驱动,2659,102498
2541_113625,0.0295401957148477,2541,本田小狼与我,2541,113625
203_8499,0.0292238450572966,203,战斗！暴风少女！,203,8499
2152_145859,0.0291232729275216,2152,熊熊勇闯异世界,2152,145859
2258_82574,0.0290497753821699,2258,高贵魔女 第506统合战斗飞行团,2258,82574
3101_140562,0.0290001473647295,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,140562
2480_121049,0.0286989831242128,2480,怕痛的我，把防御力点满就对了,2480,121049
1610_74947,0.0283283237656308,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,74947
531_29813,0.0283050415394598,531,苍穹女武神(苍穹的驱真),531,29813
1610_54619,0.0281540150218606,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,54619
2441_125778,0.0275716055258391,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,125778
2963_119968,0.0271645499949018,2963,超次元游戏海王星：梦魇时刻？,2963,119968
3101_143932,0.0270795012576003,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,143932
2480_94848,0.0270374843616998,2480,怕痛的我，把防御力点满就对了,2480,94848
2441_106148,0.0266750302332259,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,106148
1610_80029,0.0262059951037091,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,80029
203_19475,0.0259733377519028,203,战斗！暴风少女！,203,19475
3017_123436,0.0259409649529794,3017,战翼的希格德莉法,3017,123436
2792_148556,0.025914230523815,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,148556
2138_86516,0.0256727871501221,2138,OBSTACLE Series 激战的魔女之夜,2138,86516
3101_142267,0.0256567245842451,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,142267
2441_91100,0.0255020485373529,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,91100
2410_89519,0.0251255721463472,2410,英雄转世为英雄之女目标再度成为英雄(重生英雄之女的英雄立志再度成为英雄),2410,89519
2480_112484,0.0249611889351429,2480,怕痛的我，把防御力点满就对了,2480,112484
2138_77304,0.0247290423774379,2138,OBSTACLE Series 激战的魔女之夜,2138,77304
2792_139843,0.0245803063698488,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷),2792,139843
2255_87549,0.0245414794004447,2255,魔女之旅,2255,87549
2255_104788,0.0238845042158359,2255,魔女之旅,2255,104788
519_18195,0.0238445790351273,519,向阳素描 欢迎来到向阳庄,519,18195
251_16453,0.023789722808307,251,魔学诡术士,251,16453
531_66888,0.023744091635384,531,苍穹女武神(苍穹的驱真),531,66888
531_65127,0.0233717203498523,531,苍穹女武神(苍穹的驱真),531,65127
2480_118201,0.0233020827519959,2480,怕痛的我，把防御力点满就对了,2480,118201
2537_98074,0.0232103014638586,2537,自称贤者弟子的贤者,2537,98074
1091_40035,0.0229903462218589,1091,强袭魔女 乙女之章,1091,40035
149_20210,0.0229389313482271,149,钢铁白兔骑士团,149,20210
1609_61847,0.0228925857020064,1609,月下魔女,1609,61847
531_18333,0.0226556530440243,531,苍穹女武神(苍穹的驱真),531,18333
2441_94749,0.0225366460222528,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,94749
2441_111561,0.0224824020878998,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,111561
2471_101717,0.0224377578738169,2471,带着外挂转生为公会柜台小姐,2471,101717
2537_101028,0.0223883081462635,2537,自称贤者弟子的贤者,2537,101028
149_7022,0.021879655219395,149,钢铁白兔骑士团,149,7022
1215_53513,0.021852849074223,1215,学生会侦探桐香,1215,53513
1609_54583,0.021443456948503,1609,月下魔女,1609,54583
972_28272,0.0210786556791749,972,如果杜拉(假如高中棒球部的女经理读了德鲁克的《管理学》),972,28272
2258_164542,0.021003676391314,2258,高贵魔女 第506统合战斗飞行团,2258,164542
2818_130995,0.0207632258789806,2818,碧蓝航线 Episode of Belfast,2818,130995
2152_97205,0.0207048447973707,2152,熊熊勇闯异世界,2152,97205
2152_80684,0.0203942321567163,2152,熊熊勇闯异世界,2152,80684
2258_164661,0.0203768810868793,2258,高贵魔女 第506统合战斗飞行团,2258,164661
2471_111398,0.0201920638483363,2471,带着外挂转生为公会柜台小姐,2471,111398
2138_81005,0.0196252703030427,2138,OBSTACLE Series 激战的魔女之夜,2138,81005
2537_103870,0.0193467976492319,2537,自称贤者弟子的贤者,2537,103870
1819_80022,0.0192532754594888,1819,舰队收藏(舰队Collection 鹤翼之绊),1819,80022
1091_32943,0.0189236967065938,1091,强袭魔女 乙女之章,1091,32943
2152_119565,0.0187275703634903,2152,熊熊勇闯异世界,2152,119565
1610_62011,0.0185943605936778,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,62011
2537_165372,0.0185384202397879,2537,自称贤者弟子的贤者,2537,165372
251_9594,0.0183083358927359,251,魔学诡术士,251,9594
2471_95234,0.0182355891222614,2471,带着外挂转生为公会柜台小姐,2471,95234
1674_56782,0.0182167670061163,1674,蛮憨女侦探事件簿,1674,56782
2152_115107,0.0181710944437858,2152,熊熊勇闯异世界,2152,115107
3101_147434,0.0176264911754775,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,147434
2258_86246,0.0176236694790435,2258,高贵魔女 第506统合战斗飞行团,2258,86246
2152_117475,0.017617460919943,2152,熊熊勇闯异世界,2152,117475
2537_167254,0.0176056174368133,2537,自称贤者弟子的贤者,2537,167254
1819_68669,0.0175529628740853,1819,舰队收藏(舰队Collection 鹤翼之绊),1819,68669
2537_113003,0.0174867743948979,2537,自称贤者弟子的贤者,2537,113003
1610_78156,0.0174804167260672,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,78156
2537_96842,0.0173225530451053,2537,自称贤者弟子的贤者,2537,96842
2152_112870,0.0172556378825644,2152,熊熊勇闯异世界,2152,112870
2258_164670,0.0169061401650684,2258,高贵魔女 第506统合战斗飞行团,2258,164670
2410_110426,0.0167477126690698,2410,英雄转世为英雄之女目标再度成为英雄(重生英雄之女的英雄立志再度成为英雄),2410,110426
2537_95891,0.0165392925400026,2537,自称贤者弟子的贤者,2537,95891
2537_149682,0.016489817592607,2537,自称贤者弟子的贤者,2537,149682
2152_109918,0.0162336432855385,2152,熊熊勇闯异世界,2152,109918
149_7019,0.0161057345845557,149,钢铁白兔骑士团,149,7019
2543_96323,0.0160271046823422,2543,朋友以上侦探未满,2543,96323
1990_147036,0.0160004047328783,1990,SAO刀剑神域外传 Gun Gale Online,1990,147036
1990_91522,0.0159410883430015,1990,SAO刀剑神域外传 Gun Gale Online,1990,91522
2255_91205,0.0155223641402009,2255,魔女之旅,2255,91205
1610_74433,0.0154028611264355,1610,舰队收藏(舰队Collection 阳炎，起锚！),1610,74433
2152_128293,0.0154027339046775,2152,熊熊勇闯异世界,2152,128293
3810_158675,0.0153250680717361,3810,经学少女传~考试地狱中的男装大小姐~,3810,158675
2152_131798,0.014988497723306,2152,熊熊勇闯异世界,2152,131798
2152_114477,0.0149793261127562,2152,熊熊勇闯异世界,2152,114477
2441_147727,0.0145746313011568,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,147727
1990_113126,0.0145720617387841,1990,SAO刀剑神域外传 Gun Gale Online,1990,113126
2441_103769,0.0144740248728002,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,103769
1819_74187,0.0136835327454472,1819,舰队收藏(舰队Collection 鹤翼之绊),1819,74187
1990_85340,0.0134224317722544,1990,SAO刀剑神域外传 Gun Gale Online,1990,85340
3558_163586,0.013371003071579,3558,狱门抚子在此,3558,163586
2441_119910,0.0133660513111593,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,119910
1990_70386,0.0130705190105742,1990,SAO刀剑神域外传 Gun Gale Online,1990,70386
1990_142308,0.0129125943798239,1990,SAO刀剑神域外传 Gun Gale Online,1990,142308
2441_140313,0.0128334963274318,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,140313
2471_92679,0.0124643640948132,2471,带着外挂转生为公会柜台小姐,2471,92679
2441_130740,0.0124558141024191,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,130740
2255_149789,0.0123318407445353,2255,魔女之旅,2255,149789
2480_150421,0.0120793255903999,2480,怕痛的我，把防御力点满就对了,2480,150421
2255_110452,0.0119861786818939,2255,魔女之旅,2255,110452
1819_74151,0.0117707960083582,1819,舰队收藏(舰队Collection 鹤翼之绊),1819,74151
1990_116250,0.0116827851790348,1990,SAO刀剑神域外传 Gun Gale Online,1990,116250
2152_82625,0.011590535599462,2152,熊熊勇闯异世界,2152,82625
1990_89877,0.0115726910552255,1990,SAO刀剑神域外传 Gun Gale Online,1990,89877
2152_137195,0.0113368564730977,2152,熊熊勇闯异世界,2152,137195
149_30348,0.0113222635093415,149,钢铁白兔骑士团,149,30348
2480_101626,0.0112475381509762,2480,怕痛的我，把防御力点满就对了,2480,101626
2537_110844,0.0111809434315672,2537,自称贤者弟子的贤者,2537,110844
2441_113367,0.0111200740758617,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,113367
2480_103680,0.0108320234344697,2480,怕痛的我，把防御力点满就对了,2480,103680
2537_108380,0.0107021491313116,2537,自称贤者弟子的贤者,2537,108380
1819_65557,0.0106883867604895,1819,舰队收藏(舰队Collection 鹤翼之绊),1819,65557
595_18891,0.0105233161276376,595,叛红猎杀,595,18891
1990_134304,0.0104991177033049,1990,SAO刀剑神域外传 Gun Gale Online,1990,134304
149_12765,0.0104454660148938,149,钢铁白兔骑士团,149,12765
2258_164560,0.0104389701576231,2258,高贵魔女 第506统合战斗飞行团,2258,164560
2480_99015,0.0104167674646284,2480,怕痛的我，把防御力点满就对了,2480,99015
3101_138803,0.0103744038488946,3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),3101,138803
2152_92927,0.0103499892778142,2152,熊熊勇闯异世界,2152,92927
2537_119239,0.0103362230344631,2537,自称贤者弟子的贤者,2537,119239
149_13629,0.0100015934480089,149,钢铁白兔骑士团,149,13629
2537_139683,0.0099524154001733,2537,自称贤者弟子的贤者,2537,139683
2537_157350,0.009816369671943,2537,自称贤者弟子的贤者,2537,157350
82_4724,0.0097489684910348,82,七姬物语,82,4724
2441_98122,0.0093042879001729,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,98122
82_36615,0.009247140267726,82,七姬物语,82,36615
2441_116433,0.0091235295961146,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,116433
149_30340,0.0089229237789756,149,钢铁白兔骑士团,149,30340
149_7020,0.0087950475705109,149,钢铁白兔骑士团,149,7020
1819_63214,0.0084870634444666,1819,舰队收藏(舰队Collection 鹤翼之绊),1819,63214
2152_89132,0.0084200877429233,2152,熊熊勇闯异世界,2152,89132
2152_77900,0.0083783602041717,2152,熊熊勇闯异世界,2152,77900
82_19479,0.0081199694078283,82,七姬物语,82,19479
1990_150239,0.0079572283484805,1990,SAO刀剑神域外传 Gun Gale Online,1990,150239
2152_79067,0.0076347281373141,2152,熊熊勇闯异世界,2152,79067
2480_165620,0.0075082738861731,2480,怕痛的我，把防御力点满就对了,2480,165620
2537_127655,0.0073499070248321,2537,自称贤者弟子的贤者,2537,127655
82_4714,0.0070800798279877,82,七姬物语,82,4714
1990_86235,0.0070498841143467,1990,SAO刀剑神域外传 Gun Gale Online,1990,86235
2441_150529,0.0068121353170861,2441,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,2441,150529
2480_130152,0.0067379941606977,2480,怕痛的我，把防御力点满就对了,2480,130152
2471_107289,0.0067085546252987,2471,带着外挂转生为公会柜台小姐,2471,107289
2480_141087,0.0066769660763071,2480,怕痛的我，把防御力点满就对了,2480,141087
2480_118171,0.0062639616631929,2480,怕痛的我，把防御力点满就对了,2480,118171
2152_86579,0.0058872528431059,2152,熊熊勇闯异世界,2152,86579
2537_115466,0.0056859595300289,2537,自称贤者弟子的贤者,2537,115466
2152_106047,0.0053638307082772,2152,熊熊勇闯异世界,2152,106047
2537_129737,0.0046016592175681,2537,自称贤者弟子的贤者,2537,129737
2480_126644,0.0037689668433518,2480,怕痛的我，把防御力点满就对了,2480,126644
149_26295,0.0037058806282849,149,钢铁白兔骑士团,149,26295
2480_135650,0.0034010796809101,2480,怕痛的我，把防御力点满就对了,2480,135650
2480_128696,0.0029375333442119,2480,怕痛的我，把防御力点满就对了,2480,128696
1990_89890,0.0021653945087321,1990,SAO刀剑神域外传 Gun Gale Online,1990,89890
1990_70731,0.0021111658616617,1990,SAO刀剑神域外传 Gun Gale Online,1990,70731
2537_120402,0.0013169799733785,2537,自称贤者弟子的贤者,2537,120402
2537_133737,0.001257743712347,2537,自称贤者弟子的贤者,2537,133737
3735_160396,0.0008790942529714,3735,少女星间漂流记,3735,160396
2537_117392,0.0004529794628833,2537,自称贤者弟子的贤者,2537,117392
